"age_group","Sex_B01ID","mMETs","IndividualID","sum_MMETh","total_mmet"
"18",1,10,2012000770,0,10
" 50 - 59 ",2,0,2012000771,9.6,9.6
" 60 - 64 ",1,5.25,2012000772,0,5.25
" 26 - 29 ",1,51,2012000773,0,51
" 65 - 69 ",2,0.2,2012000776,0,0.2
" 65 - 69 ",1,14,2012000777,0,14
" 30 - 39 ",2,0,2012000778,0,0
" 40 - 49 ",1,0,2012000779,0,0
" 40 - 49 ",2,0,2012000782,0,0
" 40 - 49 ",1,19.16,2012000783,0,19.16
" 40 - 49 ",2,0.87,2012000784,0,0.87
" 40 - 49 ",1,3.5,2012000785,0,3.5
" 65 - 69 ",1,1.75,2012000787,0,1.75
" 50 - 59 ",2,0,2012000788,0,0
" 50 - 59 ",2,40.5,2012000789,0,40.5
" 60 - 64 ",1,12,2012000790,0,12
" 40 - 49 ",2,0,2012000793,0,0
" 40 - 49 ",1,18.37,2012000794,0,18.37
" 30 - 39 ",2,0,2012000798,0,0
" 30 - 39 ",1,6,2012000799,0,6
" 50 - 59 ",1,0,2012000802,1.92,1.92
" 65 - 69 ",2,0,2012000803,0,0
" 30 - 39 ",1,0,2012000804,9.6,9.6
" 50 - 59 ",1,31.25,2012000805,28.88,60.13
" 30 - 39 ",2,0,2012000806,28.88,28.88
" 40 - 49 ",2,0,2012000807,0,0
" 40 - 49 ",1,0.29,2012000808,0,0.29
"18",1,0,2012000809,1.2,1.2
" 30 - 39 ",2,4.93,2012000811,0,4.93
" 60 - 64 ",1,0,2012000814,0,0
" 26 - 29 ",2,0,2012000815,0,0
" 30 - 39 ",2,0,2012000817,8.1,8.1
" 75 - 79 ",1,0,2012000824,0,0
" 50 - 59 ",2,0,2012000825,0,0
" 70 - 74 ",1,0,2012000826,1.92,1.92
" 60 - 64 ",2,5,2012000827,0,5
" 21 - 25 ",2,0,2012000828,16.92,16.92
" 40 - 49 ",2,3.5,2012000829,4.8,8.3
" 21 - 25 ",1,37.33,2012000830,0,37.33
" 21 - 25 ",2,2.5,2012000831,0,2.5
" 30 - 39 ",1,8.5,2012000834,0,8.5
" 65 - 69 ",1,0,2012000835,0,0
" 65 - 69 ",2,0,2012000836,4.8,4.8
" 40 - 49 ",1,41,2012000837,0,41
" 40 - 49 ",1,7.87,2012000838,0,7.87
" 40 - 49 ",2,0,2012000839,0,0
" 21 - 25 ",1,48.5,2012000840,2.4,50.9
" 50 - 59 ",1,0,2012000841,0,0
" 50 - 59 ",2,0,2012000842,0,0
" 21 - 25 ",2,0,2012000843,0,0
" 26 - 29 ",1,112.5,2012000844,0,112.5
" 65 - 69 ",2,7,2012000845,0,7
" 50 - 59 ",1,6,2012000847,0,6
" 40 - 49 ",2,0,2012000848,0,0
" 40 - 49 ",1,1.87,2012000849,9.6,11.47
"18",1,31.91,2012000850,1.8,33.71
" 40 - 49 ",1,11.37,2012000851,0,11.37
" 30 - 39 ",2,14.75,2012000852,0,14.75
" 60 - 64 ",2,0,2012000855,0,0
" 75 - 79 ",1,0,2012000856,7.2,7.2
" 70 - 74 ",2,0,2012000857,0,0
" 70 - 74 ",2,0,2012000858,0,0
" 80 - 84 ",1,12.5,2012000859,0,12.5
" 50 - 59 ",1,44.5,2012000862,14.4,58.9
" 65 - 69 ",1,0,2012000863,0,0
" 60 - 64 ",2,0,2012000864,32.4,32.4
" 65 - 69 ",1,0,2012000865,14.4,14.4
" 80 - 84 ",1,0,2012000866,9.6,9.6
" 75 - 79 ",2,0,2012000867,0,0
" 40 - 49 ",2,0,2012000868,0,0
" 40 - 49 ",1,0,2012000869,0,0
" 50 - 59 ",2,0,2012000871,0,0
" 40 - 49 ",1,10.93,2012000872,0,10.93
" 40 - 49 ",2,0,2012000873,0,0
" 40 - 49 ",1,17,2012000874,0,17
" 70 - 74 ",1,13.12,2012000877,0,13.12
" 65 - 69 ",2,0,2012000878,0,0
" 70 - 74 ",1,12.5,2012000879,0,12.5
" 50 - 59 ",2,0,2012000880,0,0
" 60 - 64 ",2,0,2012000881,7.2,7.2
" 80 - 84 ",1,0,2012000882,0,0
" 40 - 49 ",1,9,2012000883,28.86,37.86
" 60 - 64 ",2,23.5,2012000885,0,23.5
" 60 - 64 ",1,12,2012000886,0,12
" 65 - 69 ",2,0,2012000887,0,0
" 70 - 74 ",1,0,2012000888,4.8,4.8
" 40 - 49 ",2,13.08,2012000889,4.8,17.88
" 50 - 59 ",1,44.12,2012000890,0,44.12
" 21 - 25 ",2,11.56,2012000891,9.9,21.46
" 70 - 74 ",2,18.75,2012000893,0,18.75
" 75 - 79 ",1,0,2012000894,0,0
" 40 - 49 ",1,17,2012000895,14.4,31.4
" 50 - 59 ",2,20,2012000896,14.4,34.4
" 30 - 39 ",1,30.87,2012000897,19.2,50.07
" 30 - 39 ",2,4.12,2012000898,4.8,8.92
" 26 - 29 ",2,10,2012000901,0,10
" 40 - 49 ",1,0.83,2012000902,0,0.83
" 40 - 49 ",2,62.12,2012000903,0,62.12
" 70 - 74 ",2,0,2012000907,0,0
" 75 - 79 ",1,0.83,2012000908,0,0.83
" 40 - 49 ",1,15,2012000909,0,15
" 30 - 39 ",2,0,2012000910,0,0
" 60 - 64 ",1,21.62,2012000911,0,21.62
" 50 - 59 ",1,5.25,2012000912,3.6,8.85
" 50 - 59 ",2,3.5,2012000913,3.6,7.1
" 30 - 39 ",2,0,2012000914,28.8,28.8
" 30 - 39 ",1,0,2012000915,28.8,28.8
" 50 - 59 ",1,0,2012000918,0,0
" 50 - 59 ",2,0,2012000921,0,0
" 50 - 59 ",1,0,2012000922,0,0
" 65 - 69 ",1,0,2012000923,3.6,3.6
" 65 - 69 ",2,0,2012000924,0,0
" 70 - 74 ",1,0,2012000925,0,0
" 65 - 69 ",2,7.5,2012000926,0,7.5
" 40 - 49 ",1,39.37,2012000927,5.44,44.81
" 40 - 49 ",2,3.43,2012000928,1.2,4.63
" 70 - 74 ",1,35.43,2012000929,0,35.43
" 70 - 74 ",2,0,2012000930,0,0
" 60 - 64 ",1,0,2012000931,0,0
" 30 - 39 ",2,0,2012000932,24,24
" 40 - 49 ",1,16.41,2012000933,4.2,20.61
" 50 - 59 ",2,5,2012000934,4.2,9.2
" 70 - 74 ",1,15.5,2012000935,11.66,27.16
" 30 - 39 ",2,0,2012000936,0,0
" 40 - 49 ",1,18.93,2012000937,0,18.93
" 50 - 59 ",2,0,2012000939,0,0
" 40 - 49 ",1,8.16,2012000940,0,8.16
"19",1,35,2012000941,0,35
" 40 - 49 ",2,0,2012000942,0,0
" 40 - 49 ",1,19.16,2012000945,0,19.16
" 40 - 49 ",2,0,2012000946,0,0
" 40 - 49 ",2,0,2012000949,0,0
" 30 - 39 ",1,11.25,2012000950,0,11.25
" 30 - 39 ",2,5,2012000951,0,5
" 26 - 29 ",2,0.83,2012000953,0,0.83
" 80 - 84 ",1,0,2012000954,0,0
" 70 - 74 ",2,0,2012000955,0,0
" 65 - 69 ",2,0,2012000956,0,0
" 60 - 64 ",1,0,2012000957,0,0
" 40 - 49 ",2,0,2012000958,13.8,13.8
" 40 - 49 ",1,0,2012000959,0,0
" 40 - 49 ",2,0,2012000962,0,0
" 40 - 49 ",1,0,2012000963,0,0
" 50 - 59 ",1,8.75,2012000967,56,64.75
" 80 - 84 ",1,0,2012000968,0,0
" 85  +",2,0,2012000969,0,0
" 65 - 69 ",2,7,2012000970,0,7
" 65 - 69 ",1,5.25,2012000971,4.2,9.45
" 26 - 29 ",1,11.33,2012000972,0,11.33
" 26 - 29 ",1,9,2012000973,21.76,30.76
" 65 - 69 ",1,0,2012000974,0,0
" 60 - 64 ",2,3.75,2012000975,0,3.75
" 70 - 74 ",1,0,2012000976,0,0
" 30 - 39 ",1,0,2012000977,0,0
" 30 - 39 ",2,0,2012000978,0,0
" 26 - 29 ",1,2.62,2012000981,0,2.62
" 21 - 25 ",2,25.75,2012000982,0,25.75
" 60 - 64 ",1,0,2012000983,0,0
" 60 - 64 ",2,8.75,2012000984,0,8.75
" 40 - 49 ",1,0,2012000985,0,0
" 30 - 39 ",1,3.75,2012000987,0,3.75
" 30 - 39 ",2,6,2012000988,0,6
" 30 - 39 ",1,15.16,2012000989,0,15.16
" 26 - 29 ",1,11.96,2012000993,3.62,15.58
"20",2,33,2012000994,0,33
" 40 - 49 ",1,0,2012000995,0,0
" 40 - 49 ",2,4.37,2012000996,19.8,24.17
" 50 - 59 ",1,27.16,2012000997,0,27.16
" 75 - 79 ",2,5.25,2012000998,0,5.25
" 50 - 59 ",2,2.62,2012000999,0,2.62
" 30 - 39 ",2,0,2012001000,15.84,15.84
" 65 - 69 ",2,22.5,2012001001,0,22.5
" 85  +",2,0,2012001002,14.4,14.4
" 70 - 74 ",1,0,2012001003,0,0
" 70 - 74 ",2,0,2012001004,0,0
" 70 - 74 ",2,0,2012001006,0,0
" 70 - 74 ",1,11.83,2012001007,0,11.83
" 30 - 39 ",1,6.75,2012001008,0,6.75
" 30 - 39 ",2,0,2012001009,0,0
" 65 - 69 ",2,0,2012001010,34.8,34.8
" 80 - 84 ",1,0,2012001011,0,0
" 80 - 84 ",2,0,2012001012,0,0
" 80 - 84 ",1,8.16,2012001013,0,8.16
" 75 - 79 ",2,0,2012001014,7.2,7.2
" 50 - 59 ",1,0,2012001015,0,0
" 21 - 25 ",1,12.62,2012001016,0,12.62
" 30 - 39 ",1,13.33,2012001017,0,13.33
" 30 - 39 ",2,7.29,2012001018,0,7.29
" 40 - 49 ",1,10,2012001020,0,10
" 40 - 49 ",2,24.75,2012001021,9.6,34.35
" 65 - 69 ",2,28,2012001027,0,28
" 30 - 39 ",1,15,2012001028,0,15
" 80 - 84 ",2,0,2012001029,1.8,1.8
" 70 - 74 ",1,0,2012001030,0,0
" 65 - 69 ",2,0,2012001031,0,0
" 65 - 69 ",1,29.75,2012001032,0,29.75
" 70 - 74 ",1,35,2012001033,15.3,50.3
" 70 - 74 ",2,16.33,2012001034,15.3,31.63
" 40 - 49 ",2,13.12,2012001035,0,13.12
" 50 - 59 ",1,12,2012001036,0,12
" 50 - 59 ",2,0,2012001038,0,0
" 60 - 64 ",1,0,2012001039,11.17,11.17
" 60 - 64 ",2,0,2012001040,0,0
" 75 - 79 ",1,0,2012001041,2.4,2.4
" 70 - 74 ",2,0,2012001042,2.4,2.4
" 50 - 59 ",1,7.18,2012001043,0,7.18
" 50 - 59 ",2,27.91,2012001044,0,27.91
" 75 - 79 ",1,0,2012001045,0,0
" 65 - 69 ",1,0,2012001046,8.64,8.64
" 65 - 69 ",2,5,2012001047,0,5
" 40 - 49 ",2,0,2012001048,0,0
" 40 - 49 ",1,0,2012001049,0,0
"19",1,0,2012001052,0,0
" 85  +",2,3.5,2012001053,0,3.5
" 50 - 59 ",2,5.06,2012001054,7.22,12.28
" 30 - 39 ",2,0,2012001055,12.6,12.6
" 30 - 39 ",1,0,2012001056,3.6,3.6
" 50 - 59 ",2,0.87,2012001058,2.4,3.27
" 40 - 49 ",1,0,2012001059,0,0
"20",2,7.58,2012001060,0,7.58
" 50 - 59 ",2,19.16,2012001061,11.1,30.26
" 50 - 59 ",1,6.75,2012001062,18.9,25.65
" 65 - 69 ",1,0,2012001063,0,0
" 60 - 64 ",2,0,2012001064,11.1,11.1
" 40 - 49 ",2,5,2012001065,0,5
" 40 - 49 ",1,2.37,2012001066,0,2.37
" 50 - 59 ",1,0,2012001069,0,0
" 26 - 29 ",1,23.5,2012001070,0,23.5
" 26 - 29 ",2,0,2012001071,0,0
" 65 - 69 ",2,0,2012001072,0,0
" 50 - 59 ",2,0,2012001073,50.4,50.4
" 40 - 49 ",1,6.56,2012001074,19.53,26.09
" 40 - 49 ",2,0,2012001075,0,0
" 60 - 64 ",2,0,2012001081,0,0
" 60 - 64 ",1,7.25,2012001082,0,7.25
" 50 - 59 ",2,0,2012001085,1.68,1.68
" 21 - 25 ",2,0,2012001086,3,3
" 30 - 39 ",1,7,2012001087,0,7
" 65 - 69 ",2,0,2012001089,9.16,9.16
" 50 - 59 ",1,0,2012001090,0,0
" 40 - 49 ",2,8.16,2012001091,0,8.16
" 40 - 49 ",1,0,2012001092,0,0
" 30 - 39 ",2,9.25,2012001095,16.05,25.3
" 60 - 64 ",2,52.5,2012001098,0,52.5
" 40 - 49 ",1,1.67e-09,2012001099,0,1.67e-09
" 40 - 49 ",2,27.5,2012001100,0,27.5
" 50 - 59 ",1,0,2012001101,0,0
" 40 - 49 ",2,0,2012001102,23.4,23.4
" 60 - 64 ",1,3.5,2012001104,0,3.5
" 40 - 49 ",2,0,2012001105,0,0
"20",1,11.33,2012001106,0,11.33
" 40 - 49 ",1,19.16,2012001109,2.4,21.56
" 40 - 49 ",2,0,2012001110,6,6
" 40 - 49 ",1,0,2012001115,0,0
" 30 - 39 ",1,101.37,2012001116,0,101.37
" 30 - 39 ",2,16.58,2012001117,0,16.58
" 65 - 69 ",1,0,2012001119,3.6,3.6
" 70 - 74 ",2,0,2012001120,3.6,3.6
" 40 - 49 ",1,41,2012001121,0,41
" 26 - 29 ",1,24.58,2012001122,16.92,41.5
" 50 - 59 ",1,2.5,2012001123,8.42,10.92
" 65 - 69 ",2,14,2012001124,16.2,30.2
" 65 - 69 ",1,0,2012001125,14.4,14.4
" 40 - 49 ",2,3.33,2012001126,0,3.33
" 40 - 49 ",2,0,2012001127,0,0
" 65 - 69 ",2,0,2012001128,0,0
" 30 - 39 ",2,3.06,2012001129,0,3.06
" 30 - 39 ",1,29.37,2012001130,0,29.37
" 40 - 49 ",2,0.56,2012001133,0,0.56
" 40 - 49 ",1,0,2012001134,0,0
" 40 - 49 ",1,5.83,2012001137,0,5.83
" 30 - 39 ",2,2.5,2012001138,0,2.5
" 40 - 49 ",2,0,2012001139,0,0
" 21 - 25 ",1,27,2012001140,27.92,54.92
"18",1,23.33,2012001141,0,23.33
" 40 - 49 ",1,0,2012001157,0,0
" 40 - 49 ",2,0,2012001158,0,0
" 40 - 49 ",2,0,2012001160,7.2,7.2
" 40 - 49 ",1,0,2012001161,14.4,14.4
"18",1,22,2012001162,0,22
" 50 - 59 ",1,8.75,2012001163,0,8.75
" 40 - 49 ",2,0,2012001164,0,0
" 30 - 39 ",1,1.87,2012001168,12.6,14.47
" 30 - 39 ",2,0,2012001169,9,9
" 60 - 64 ",2,0,2012001170,16.29,16.29
" 40 - 49 ",2,5.2,2012001171,5.76,10.96
" 30 - 39 ",1,1,2012001172,0,1
" 50 - 59 ",2,38,2012001174,0,38
" 50 - 59 ",1,0,2012001175,0,0
" 21 - 25 ",2,31,2012001176,0,31
" 21 - 25 ",1,6,2012001177,0,6
" 40 - 49 ",2,40.33,2012001178,0,40.33
" 40 - 49 ",1,37.5,2012001179,0,37.5
" 21 - 25 ",2,2.62,2012001180,0,2.62
" 21 - 25 ",2,18.75,2012001181,0,18.75
" 21 - 25 ",2,30.75,2012001182,0,30.75
" 40 - 49 ",2,36.75,2012001183,6,42.75
" 50 - 59 ",1,0,2012001184,5.4,5.4
" 40 - 49 ",1,0,2012001186,18,18
" 30 - 39 ",2,0,2012001187,0,0
" 50 - 59 ",1,20,2012001190,6.61,26.61
" 30 - 39 ",2,58.45,2012001191,0,58.45
" 40 - 49 ",1,3.5,2012001192,0,3.5
" 60 - 64 ",1,0,2012001194,0,0
" 40 - 49 ",2,0,2012001195,7.2,7.2
" 65 - 69 ",2,12.25,2012001196,3.9,16.15
" 50 - 59 ",1,7.87,2012001197,3.9,11.77
" 60 - 64 ",2,0,2012001198,7.22,7.22
" 30 - 39 ",1,12.87,2012001199,21.31,34.18
"20",2,12.5,2012001200,0,12.5
" 21 - 25 ",1,11.5,2012001201,4.8,16.3
" 65 - 69 ",2,0,2012001202,0,0
" 70 - 74 ",1,0,2012001203,0,0
" 40 - 49 ",2,15,2012001204,0,15
" 50 - 59 ",1,0,2012001205,2.4,2.4
"18",2,10,2012001206,0,10
" 50 - 59 ",1,12.87,2012001208,0,12.87
" 50 - 59 ",2,0,2012001209,0,0
" 50 - 59 ",1,52.66,2012001210,28.8,81.46
" 50 - 59 ",2,5.93,2012001211,3.3,9.23
" 40 - 49 ",1,2.62,2012001216,0,2.62
" 26 - 29 ",2,12.91,2012001217,0,12.91
" 21 - 25 ",2,0,2012001218,1.2,1.2
" 21 - 25 ",1,19.66,2012001219,0,19.66
" 30 - 39 ",1,0,2012001220,0,0
" 40 - 49 ",2,0,2012001221,0,0
" 40 - 49 ",1,32,2012001222,0,32
"19",2,0.56,2012001223,1.8,2.36
" 30 - 39 ",2,42,2012001224,0,42
" 26 - 29 ",1,0,2012001225,0,0
" 70 - 74 ",2,18.75,2012001229,3.6,22.35
" 70 - 74 ",1,12,2012001230,0,12
" 50 - 59 ",1,1.75,2012001231,3.6,5.35
" 40 - 49 ",2,0,2012001232,0,0
" 40 - 49 ",2,0,2012001234,8.64,8.64
" 40 - 49 ",1,26,2012001235,0,26
" 80 - 84 ",1,0,2012001238,0,0
" 40 - 49 ",2,6.75,2012001239,0,6.75
" 50 - 59 ",1,22.33,2012001240,3.6,25.93
"20",2,53,2012001241,0,53
"19",2,0.56,2012001242,4.8,5.36
" 50 - 59 ",2,0.93,2012001244,0,0.93
" 40 - 49 ",2,26.75,2012001245,0,26.75
" 40 - 49 ",1,3.93,2012001246,5.7,9.63
" 40 - 49 ",2,5.62,2012001247,0,5.62
" 40 - 49 ",1,0,2012001248,0,0
" 40 - 49 ",1,9,2012001250,0,9
" 40 - 49 ",2,0,2012001251,0,0
" 80 - 84 ",1,0,2012001254,0,0
" 30 - 39 ",1,1.75,2012001257,7.02,8.77
" 30 - 39 ",1,15,2012001258,0,15
" 30 - 39 ",2,0,2012001259,6.72,6.72
" 30 - 39 ",1,0,2012001260,1.8,1.8
" 21 - 25 ",2,0,2012001261,18.3,18.3
" 21 - 25 ",2,33,2012001262,7.2,40.2
" 21 - 25 ",2,0,2012001263,8.04,8.04
" 21 - 25 ",1,0,2012001264,12,12
" 30 - 39 ",2,0,2012001265,11.4,11.4
" 21 - 25 ",1,0,2012001268,36.77,36.77
" 21 - 25 ",2,0.93,2012001269,37.01,37.94
" 30 - 39 ",1,0,2012001270,16.98,16.98
"19",1,43.41,2012001271,22.8,66.21
"20",2,0,2012001272,9.97,9.97
" 26 - 29 ",2,10,2012001273,14.4,24.4
" 26 - 29 ",2,0,2012001274,14.4,14.4
" 30 - 39 ",2,2.5,2012001275,0,2.5
" 50 - 59 ",2,0,2012001276,0,0
" 40 - 49 ",2,18.06,2012001279,24.6,42.66
" 30 - 39 ",1,10.75,2012001282,0.9,11.65
" 26 - 29 ",2,0,2012001283,15.3,15.3
" 65 - 69 ",1,137.5,2012001287,2.1,139.6
" 60 - 64 ",2,0,2012001288,1.68,1.68
" 65 - 69 ",1,3.5,2012001290,0.9,4.4
" 65 - 69 ",2,0.41,2012001291,0,0.41
" 50 - 59 ",1,0,2012001294,17.25,17.25
" 50 - 59 ",2,7.87,2012001295,12,19.87
" 40 - 49 ",1,0,2012001296,0,0
" 40 - 49 ",2,11.75,2012001297,0,11.75
" 85  +",1,0,2012001301,0,0
" 80 - 84 ",2,0,2012001302,0,0
" 70 - 74 ",1,0,2012001303,0.48,0.48
" 65 - 69 ",2,56,2012001304,0.48,56.48
" 85  +",1,8.16,2012001305,43.2,51.36
" 85  +",2,0,2012001306,0,0
" 50 - 59 ",1,7,2012001307,0,7
" 50 - 59 ",2,11.87,2012001308,3,14.87
" 30 - 39 ",1,140,2012001309,0,140
" 65 - 69 ",1,27.2,2012001311,1.68,28.88
" 50 - 59 ",2,5.12,2012001312,0,5.12
" 60 - 64 ",1,0,2012001313,6,6
" 60 - 64 ",2,0,2012001314,0,0
" 75 - 79 ",1,0,2012001315,2.28,2.28
" 65 - 69 ",2,0,2012001316,0,0
" 65 - 69 ",1,0,2012001318,12.6,12.6
" 65 - 69 ",2,9.12,2012001319,8.1,17.22
" 50 - 59 ",1,1.75,2012001320,1.68,3.43
" 50 - 59 ",2,1.66,2012001321,4.8,6.46
" 40 - 49 ",2,41.91,2012001322,0,41.91
" 85  +",1,0,2012001323,0,0
" 70 - 74 ",1,49,2012001324,9.68,58.68
" 30 - 39 ",1,19.25,2012001325,5.28,24.53
" 30 - 39 ",2,0,2012001326,0,0
" 30 - 39 ",1,0,2012001329,0,0
" 30 - 39 ",2,0,2012001330,0,0
" 40 - 49 ",1,2.62,2012001333,0,2.62
" 40 - 49 ",2,0,2012001334,0,0
" 40 - 49 ",1,0,2012001336,27.11,27.11
" 40 - 49 ",2,0,2012001337,39.15,39.15
" 65 - 69 ",1,0,2012001338,0,0
" 50 - 59 ",2,0,2012001339,0,0
" 65 - 69 ",1,16.25,2012001340,0,16.25
" 70 - 74 ",2,0.29,2012001341,0,0.29
" 40 - 49 ",2,0,2012001342,0,0
" 50 - 59 ",1,0,2012001345,1.2,1.2
" 60 - 64 ",2,28.75,2012001346,1.2,29.95
" 50 - 59 ",2,0,2012001347,6.24,6.24
" 65 - 69 ",1,0,2012001348,4.8,4.8
" 65 - 69 ",2,31.5,2012001349,0,31.5
" 60 - 64 ",1,7.81,2012001350,14.4,22.21
" 60 - 64 ",2,7.87,2012001351,19.2,27.07
" 50 - 59 ",1,0,2012001352,10.82,10.82
" 40 - 49 ",2,7,2012001353,0,7
" 26 - 29 ",1,0,2012001354,10.51,10.51
" 60 - 64 ",1,0,2012001356,0,0
" 60 - 64 ",2,3.37,2012001357,0,3.37
" 50 - 59 ",1,7,2012001358,0,7
" 50 - 59 ",2,0,2012001359,0,0
" 40 - 49 ",1,0,2012001360,0,0
" 40 - 49 ",2,6.81,2012001361,0,6.81
" 50 - 59 ",1,0,2012001362,0,0
" 50 - 59 ",2,5,2012001363,0,5
" 26 - 29 ",2,10,2012001364,0,10
" 50 - 59 ",1,1.25,2012001365,4.8,6.05
" 40 - 49 ",2,2.5,2012001366,0,2.5
" 40 - 49 ",1,0,2012001367,0,0
" 60 - 64 ",1,31.5,2012001368,0,31.5
" 80 - 84 ",2,0,2012001369,0,0
" 75 - 79 ",1,7,2012001370,0,7
" 75 - 79 ",2,0,2012001371,0,0
" 40 - 49 ",1,0,2012001372,0,0
" 30 - 39 ",2,0,2012001378,28.8,28.8
" 40 - 49 ",1,30.62,2012001379,42.84,73.46
" 50 - 59 ",2,0,2012001381,10.5,10.5
" 30 - 39 ",2,19.75,2012001382,14.4,34.15
" 40 - 49 ",1,0,2012001387,21.72,21.72
" 50 - 59 ",1,5,2012001388,43.88,48.88
" 21 - 25 ",1,12.5,2012001389,21.99,34.49
" 60 - 64 ",1,2.18,2012001390,0,2.18
" 60 - 64 ",2,10,2012001391,0,10
"19",2,0,2012001392,3.6,3.6
" 60 - 64 ",1,2.18,2012001393,0,2.18
" 60 - 64 ",2,0,2012001394,0,0
" 40 - 49 ",2,0,2012001395,2.4,2.4
" 40 - 49 ",1,0.65,2012001396,0,0.65
" 26 - 29 ",2,1.75,2012001399,12.96,14.71
" 30 - 39 ",1,0,2012001400,0,0
" 75 - 79 ",1,0.37,2012001404,0,0.37
" 75 - 79 ",2,0,2012001405,0,0
" 85  +",2,13.5,2012001406,0,13.5
" 30 - 39 ",2,52,2012001407,0,52
" 30 - 39 ",1,5,2012001408,0,5
" 21 - 25 ",2,1.27,2012001409,0,1.27
" 30 - 39 ",1,2.66,2012001411,0,2.66
" 40 - 49 ",2,62.12,2012001412,0,62.12
" 30 - 39 ",2,3.5,2012001414,0,3.5
" 30 - 39 ",1,11.93,2012001415,0,11.93
" 50 - 59 ",1,0,2012001417,4.25,4.25
" 30 - 39 ",2,14,2012001418,3,17
" 65 - 69 ",2,0,2012001421,0,0
" 40 - 49 ",1,0,2012001422,9.6,9.6
" 26 - 29 ",2,0,2012001423,16.84,16.84
" 40 - 49 ",2,2.25,2012001425,5.4,7.65
" 21 - 25 ",2,0,2012001426,12.9,12.9
" 21 - 25 ",1,0,2012001427,15.3,15.3
" 40 - 49 ",2,3.62,2012001430,5.7,9.32
" 21 - 25 ",1,3.5,2012001432,9.9,13.4
" 50 - 59 ",2,0,2012001433,20.12,20.12
" 50 - 59 ",1,0,2012001434,0,0
" 50 - 59 ",1,36.75,2012001435,0,36.75
" 40 - 49 ",2,0,2012001436,0,0
" 50 - 59 ",2,1.67e-09,2012001437,3.61,3.61000000167
" 50 - 59 ",1,35,2012001438,0,35
" 30 - 39 ",1,0,2012001439,5.22,5.22
" 21 - 25 ",1,35,2012001440,9.31,44.31
" 50 - 59 ",2,0,2012001441,7.22,7.22
"19",1,9,2012001442,14.4,23.4
"18",1,27,2012001443,4.51,31.51
" 60 - 64 ",2,5.62,2012001445,0,5.62
" 85  +",2,0,2012001446,0,0
" 50 - 59 ",1,27.16,2012001447,0,27.16
" 50 - 59 ",1,0,2012001448,7.82,7.82
" 50 - 59 ",2,26.25,2012001449,0,26.25
" 40 - 49 ",2,0,2012001450,0,0
" 30 - 39 ",1,0,2012001454,2.4,2.4
" 30 - 39 ",2,0,2012001455,0,0
" 30 - 39 ",1,11.93,2012001456,27.02,38.95
" 40 - 49 ",2,0,2012001457,0,0
" 40 - 49 ",1,7.5,2012001458,0,7.5
" 21 - 25 ",2,0,2012001459,0,0
"19",1,32.5,2012001460,3.6,36.1
" 70 - 74 ",2,18,2012001462,0,18
" 40 - 49 ",2,35,2012001463,0,35
" 21 - 25 ",2,38.2,2012001464,6.31,44.51
" 60 - 64 ",2,0,2012001465,0,0
" 60 - 64 ",1,0,2012001466,7.2,7.2
" 30 - 39 ",2,5,2012001467,0,5
" 30 - 39 ",1,0,2012001468,27.2,27.2
" 60 - 64 ",2,10,2012001469,0,10
" 60 - 64 ",1,2.62,2012001470,4.2,6.82
" 30 - 39 ",1,0,2012001471,53,53
" 70 - 74 ",2,0,2012001472,0,0
" 60 - 64 ",1,5.25,2012001473,0,5.25
" 75 - 79 ",1,28,2012001474,0,28
" 70 - 74 ",1,0,2012001476,9.6,9.6
" 60 - 64 ",2,0,2012001477,0,0
" 50 - 59 ",1,14,2012001480,0,14
" 50 - 59 ",2,0,2012001481,0,0
" 50 - 59 ",2,0,2012001482,3.6,3.6
" 50 - 59 ",1,7,2012001483,0,7
" 50 - 59 ",2,2.5,2012001484,2.4,4.9
" 60 - 64 ",2,0,2012001485,10.09,10.09
" 60 - 64 ",1,5.25,2012001486,12.61,17.86
" 60 - 64 ",2,0,2012001489,0,0
" 70 - 74 ",1,0,2012001490,5.4,5.4
" 21 - 25 ",2,0,2012001491,9.9,9.9
" 30 - 39 ",1,0,2012001492,0,0
" 60 - 64 ",1,0,2012001497,0,0
" 60 - 64 ",2,0,2012001498,0,0
" 30 - 39 ",2,42,2012001499,31.44,73.44
" 50 - 59 ",2,5,2012001505,2.4,7.4
" 80 - 84 ",1,0,2012001506,0,0
" 65 - 69 ",2,0,2012001507,16.8,16.8
" 70 - 74 ",1,2.62,2012001508,16.8,19.42
" 50 - 59 ",2,0,2012001509,0,0
" 50 - 59 ",1,0,2012001510,0,0
" 75 - 79 ",1,0.97,2012001511,0,0.97
" 60 - 64 ",2,0,2012001512,0,0
" 70 - 74 ",2,0,2012001513,8.1,8.1
" 30 - 39 ",1,10.5,2012001516,7.2,17.7
" 40 - 49 ",1,0,2012001517,0,0
" 40 - 49 ",2,0,2012001518,18.72,18.72
" 50 - 59 ",1,0,2012001521,3.6,3.6
" 80 - 84 ",2,0,2012001523,0,0
" 70 - 74 ",2,0,2012001524,0,0
" 26 - 29 ",2,0,2012001525,0,0
" 30 - 39 ",1,15,2012001526,35.3,50.3
" 40 - 49 ",1,0,2012001528,0,0
" 30 - 39 ",2,42.5,2012001529,0,42.5
" 60 - 64 ",1,0,2012001530,0,0
" 30 - 39 ",2,15.75,2012001531,7.2,22.95
" 40 - 49 ",1,0,2012001534,0,0
