"age_group","Sex_B01ID","mMETs","IndividualID","sum_MMETh","total_mmet"
" 30 - 39 ",1,3.5,2012009210,0,3.5
" 60 - 64 ",1,0,2012009213,83.7999999999999,83.7999999999999
" 40 - 49 ",2,0,2012009214,0,0
" 50 - 59 ",1,0,2012009215,0,0
"19",2,8,2012009216,0,8
" 75 - 79 ",2,0,2012009218,8.82,8.82
" 40 - 49 ",2,0,2012009219,0,0
" 50 - 59 ",1,13.12,2012009220,0,13.12
"19",1,0,2012009221,0,0
" 50 - 59 ",2,0,2012009222,0,0
" 50 - 59 ",1,8.75,2012009223,14.48,23.23
" 30 - 39 ",2,0,2012009224,7.22,7.22
" 40 - 49 ",1,0,2012009225,7.22,7.22
" 65 - 69 ",2,0,2012009227,2.4,2.4
" 70 - 74 ",1,0,2012009228,0,0
" 65 - 69 ",2,26.93,2012009229,0,26.93
" 65 - 69 ",1,28,2012009230,8.91,36.91
" 40 - 49 ",2,10.37,2012009231,26.4,36.77
" 40 - 49 ",1,0,2012009232,13.67,13.67
" 85  +",1,0,2012009235,0,0
" 80 - 84 ",2,0,2012009236,0,0
" 50 - 59 ",2,0,2012009237,4.8,4.8
" 50 - 59 ",1,0,2012009238,4.8,4.8
"20",1,0,2012009239,4.8,4.8
"18",1,0,2012009240,4.8,4.8
" 70 - 74 ",2,0,2012009241,0,0
" 50 - 59 ",1,19.37,2012009242,6,25.37
" 50 - 59 ",2,10.5,2012009243,14.4,24.9
" 21 - 25 ",1,39,2012009244,0,39
" 70 - 74 ",1,6.56,2012009251,17.7,24.26
" 60 - 64 ",2,0,2012009252,0,0
" 30 - 39 ",1,0,2012009253,12.67,12.67
" 40 - 49 ",2,0,2012009254,2.7,2.7
" 85  +",1,0,2012009258,0,0
" 80 - 84 ",2,0,2012009259,0,0
" 60 - 64 ",2,0,2012009260,6.96,6.96
" 60 - 64 ",1,2.18,2012009261,0,2.18
" 75 - 79 ",2,0,2012009262,0,0
" 70 - 74 ",1,0,2012009263,0,0
" 85  +",2,0,2012009264,14.4,14.4
" 50 - 59 ",1,0,2012009265,32.62,32.62
" 50 - 59 ",2,3.5,2012009266,4.8,8.3
" 65 - 69 ",1,40,2012009267,0,40
" 65 - 69 ",2,2.5,2012009269,4.51,7.01
" 65 - 69 ",1,17.45,2012009270,4.51,21.96
"20",1,30.62,2012009271,12.3,42.92
"19",2,0,2012009272,12.3,12.3
" 21 - 25 ",2,0,2012009273,9.62,9.62
" 21 - 25 ",2,5,2012009275,0,5
" 40 - 49 ",1,0,2012009276,1.92,1.92
"20",1,45.5,2012009277,0,45.5
" 40 - 49 ",2,0,2012009282,0,0
" 65 - 69 ",1,9.33,2012009285,33.9,43.23
" 65 - 69 ",2,0,2012009286,0,0
" 75 - 79 ",1,0,2012009287,0,0
" 75 - 79 ",2,0,2012009288,0,0
" 50 - 59 ",2,0,2012009289,0,0
" 50 - 59 ",1,26.25,2012009290,0,26.25
"20",1,32.5,2012009291,0,32.5
" 80 - 84 ",1,0,2012009292,14.4,14.4
" 80 - 84 ",2,0,2012009293,8.4,8.4
" 80 - 84 ",1,10.5,2012009294,0,10.5
" 80 - 84 ",2,0,2012009295,0,0
" 21 - 25 ",2,0,2012009296,4.8,4.8
" 26 - 29 ",1,0,2012009297,4.8,4.8
" 40 - 49 ",1,19.5,2012009300,16.21,35.71
" 40 - 49 ",2,4.5,2012009301,0,4.5
" 26 - 29 ",1,0,2012009302,0,0
" 30 - 39 ",2,0,2012009304,0,0
" 30 - 39 ",1,9,2012009305,14.4,23.4
" 26 - 29 ",2,210,2012009309,0,210
" 30 - 39 ",2,3.75,2012009310,0,3.75
" 26 - 29 ",1,6.83,2012009311,9.6,16.43
" 21 - 25 ",2,0,2012009312,0,0
" 21 - 25 ",2,0,2012009313,13.82,13.82
" 26 - 29 ",1,29.62,2012009314,0,29.62
" 75 - 79 ",2,18,2012009315,0,18
" 40 - 49 ",2,4.5,2012009316,3.6,8.1
" 30 - 39 ",2,0,2012009319,18,18
" 50 - 59 ",2,31.5,2012009322,0,31.5
" 65 - 69 ",2,25,2012009323,0,25
" 65 - 69 ",1,8.75,2012009324,0,8.75
" 26 - 29 ",1,0,2012009325,10.42,10.42
" 75 - 79 ",1,0,2012009326,30.08,30.08
" 50 - 59 ",1,12.25,2012009327,24,36.25
" 40 - 49 ",1,0,2012009328,0,0
" 70 - 74 ",1,8.75,2012009329,0,8.75
" 70 - 74 ",2,3.5,2012009330,16.8,20.3
" 70 - 74 ",1,0,2012009331,25.41,25.41
" 40 - 49 ",1,0,2012009332,0,0
" 30 - 39 ",2,0,2012009333,5.25,5.25
" 26 - 29 ",1,23.45,2012009339,6.72,30.17
" 30 - 39 ",2,2.04,2012009340,6.72,8.76
" 26 - 29 ",1,29.62,2012009341,0,29.62
" 30 - 39 ",2,0,2012009342,0,0
" 50 - 59 ",1,0,2012009346,0,0
" 26 - 29 ",2,0,2012009351,0,0
" 40 - 49 ",2,0,2012009352,0,0
" 50 - 59 ",1,1.75,2012009353,0,1.75
" 50 - 59 ",1,24.75,2012009354,0,24.75
" 50 - 59 ",2,0,2012009355,0,0
" 30 - 39 ",1,2.81,2012009356,0,2.81
" 26 - 29 ",2,1.25,2012009357,0,1.25
" 60 - 64 ",2,0,2012009358,5.4,5.4
" 70 - 74 ",1,0,2012009359,0,0
" 30 - 39 ",1,41.12,2012009360,0,41.12
" 65 - 69 ",1,2.08,2012009361,0,2.08
" 65 - 69 ",2,0,2012009362,0,0
" 40 - 49 ",1,8.43,2012009363,0,8.43
"18",1,0,2012009364,3.6,3.6
" 60 - 64 ",2,0,2012009365,0,0
" 50 - 59 ",1,0,2012009366,17.64,17.64
" 50 - 59 ",2,0,2012009367,0,0
" 50 - 59 ",1,0.62,2012009368,0,0.62
" 21 - 25 ",1,17.5,2012009369,0,17.5
"19",2,0,2012009370,0,0
"18",1,0,2012009371,0,0
" 40 - 49 ",1,3.37,2012009372,0,3.37
" 30 - 39 ",2,2.75,2012009373,12.6,15.35
" 30 - 39 ",1,0,2012009374,17.88,17.88
" 65 - 69 ",2,0,2012009379,0,0
" 40 - 49 ",1,10.5,2012009380,5.4,15.9
" 30 - 39 ",2,0,2012009381,5.4,5.4
" 30 - 39 ",1,2.62,2012009383,4.8,7.42
" 30 - 39 ",2,53.97,2012009384,0,53.97
" 40 - 49 ",1,0,2012009386,0,0
" 40 - 49 ",2,62.5,2012009387,2.7,65.2
" 30 - 39 ",2,8,2012009391,0,8
" 50 - 59 ",1,7,2012009394,0,7
" 40 - 49 ",1,0.62,2012009395,12.62,13.24
" 40 - 49 ",2,12,2012009396,0,12
" 60 - 64 ",2,0,2012009399,0,0
" 60 - 64 ",1,137.5,2012009400,0,137.5
" 75 - 79 ",2,9,2012009401,0,9
" 80 - 84 ",1,6.56,2012009402,0,6.56
" 30 - 39 ",2,13.12,2012009403,0,13.12
" 50 - 59 ",1,8.75,2012009404,0,8.75
" 50 - 59 ",2,0,2012009405,0,0
" 60 - 64 ",1,0,2012009406,5.4,5.4
" 50 - 59 ",2,8.16,2012009407,5.7,13.86
" 50 - 59 ",2,0,2012009408,1.2,1.2
" 26 - 29 ",2,5,2012009409,0,5
" 21 - 25 ",1,3.31,2012009410,4.8,8.11
" 30 - 39 ",1,30,2012009411,0,30
" 30 - 39 ",2,0,2012009412,0,0
" 70 - 74 ",1,0,2012009415,0,0
" 21 - 25 ",2,1.12,2012009416,9.6,10.72
" 21 - 25 ",1,0,2012009417,14.4,14.4
" 85  +",1,0,2012009420,0,0
" 50 - 59 ",1,0,2012009421,7.7,7.7
" 50 - 59 ",2,0,2012009422,0,0
" 70 - 74 ",2,0,2012009424,0,0
" 80 - 84 ",1,0,2012009425,0,0
" 30 - 39 ",1,10,2012009426,0,10
" 80 - 84 ",2,0,2012009427,0,0
" 75 - 79 ",1,0,2012009428,0,0
" 40 - 49 ",1,0,2012009429,0,0
" 70 - 74 ",2,28.29,2012009430,9.9,38.19
" 50 - 59 ",2,13.12,2012009431,0,13.12
" 50 - 59 ",1,20,2012009432,0,20
" 21 - 25 ",1,6.58,2012009433,1.5,8.08
"20",1,12.5,2012009434,0,12.5
" 60 - 64 ",2,7.5,2012009435,0,7.5
" 50 - 59 ",1,7,2012009436,2.4,9.4
" 60 - 64 ",2,0,2012009437,0,0
" 65 - 69 ",1,0,2012009438,0,0
" 60 - 64 ",1,0.87,2012009439,0,0.87
" 50 - 59 ",2,54,2012009440,0,54
" 40 - 49 ",1,0,2012009441,2.7,2.7
" 60 - 64 ",1,6.12,2012009442,0,6.12
" 60 - 64 ",2,7,2012009443,0,7
" 60 - 64 ",1,42,2012009444,0,42
" 60 - 64 ",2,0,2012009445,24.3,24.3
" 85  +",2,0,2012009446,0,0
" 85  +",1,11.25,2012009447,0,11.25
"20",2,0,2012009450,7.21,7.21
" 65 - 69 ",1,64.68,2012009451,5.67,70.35
" 50 - 59 ",2,0,2012009452,1.8,1.8
" 60 - 64 ",1,51,2012009453,0,51
" 65 - 69 ",2,7,2012009454,5.4,12.4
" 26 - 29 ",2,13.12,2012009455,9,22.12
" 30 - 39 ",2,0,2012009456,12.63,12.63
" 30 - 39 ",2,0,2012009457,1.8,1.8
" 40 - 49 ",2,4.25,2012009458,0,4.25
" 40 - 49 ",1,0,2012009459,2.4,2.4
" 60 - 64 ",2,0,2012009463,0,0
" 65 - 69 ",1,8.75,2012009464,39.9,48.65
" 21 - 25 ",1,0,2012009465,3.9,3.9
" 26 - 29 ",2,0,2012009466,2.7,2.7
" 21 - 25 ",1,49.5,2012009467,0,49.5
" 50 - 59 ",1,12.25,2012009468,0,12.25
" 40 - 49 ",2,0,2012009469,0,0
" 30 - 39 ",2,96.5,2012009470,0,96.5
" 30 - 39 ",2,0,2012009472,38.7,38.7
" 30 - 39 ",1,9.87,2012009473,0,9.87
" 30 - 39 ",1,14.83,2012009475,0,14.83
" 50 - 59 ",1,2.25,2012009476,8.16,10.41
" 50 - 59 ",2,5,2012009477,0,5
" 50 - 59 ",1,54.83,2012009478,0,54.83
" 40 - 49 ",2,33.66,2012009479,10.8,44.46
" 75 - 79 ",1,0,2012009480,31.2,31.2
" 30 - 39 ",2,52,2012009481,0,52
" 40 - 49 ",1,0,2012009482,0,0
" 50 - 59 ",1,0,2012009484,0,0
" 50 - 59 ",2,5.93,2012009485,0,5.93
" 60 - 64 ",1,0,2012009486,0,0
" 65 - 69 ",2,7.87,2012009487,0,7.87
" 50 - 59 ",2,3.33,2012009488,0,3.33
" 75 - 79 ",2,1.87,2012009489,0,1.87
" 50 - 59 ",1,0,2012009490,6,6
" 21 - 25 ",1,4.5,2012009491,0,4.5
" 21 - 25 ",1,0,2012009492,14.05,14.05
" 70 - 74 ",2,0,2012009493,2.7,2.7
" 40 - 49 ",2,0,2012009494,0,0
" 40 - 49 ",1,24,2012009495,0,24
" 50 - 59 ",1,22.5,2012009497,0,22.5
" 40 - 49 ",2,30.58,2012009498,0,30.58
" 21 - 25 ",1,54,2012009499,18.98,72.98
" 65 - 69 ",2,0,2012009500,8.69,8.69
" 50 - 59 ",1,0,2012009501,0,0
" 50 - 59 ",2,0,2012009502,0,0
" 21 - 25 ",1,13.5,2012009503,0,13.5
" 21 - 25 ",2,33.5,2012009504,4.2,37.7
" 26 - 29 ",2,0,2012009505,0,0
" 60 - 64 ",2,13.75,2012009506,0,13.75
" 65 - 69 ",1,0,2012009507,0,0
" 30 - 39 ",2,23.64,2012009508,6,29.64
" 65 - 69 ",1,0,2012009510,9.3,9.3
" 26 - 29 ",1,3.12,2012009511,2.7,5.82
" 50 - 59 ",1,11.83,2012009512,16.02,27.85
" 50 - 59 ",2,0,2012009513,20.52,20.52
" 30 - 39 ",1,8.5,2012009514,0,8.5
" 30 - 39 ",2,17.5,2012009515,16.02,33.52
" 65 - 69 ",1,0,2012009522,26.4,26.4
" 65 - 69 ",2,19.54,2012009523,23.71,43.25
" 40 - 49 ",1,13.12,2012009524,0,13.12
" 70 - 74 ",2,0,2012009526,4.8,4.8
" 50 - 59 ",2,0,2012009527,1.8,1.8
" 75 - 79 ",1,1.66,2012009528,19.8,21.46
" 65 - 69 ",2,0.62,2012009529,12,12.62
" 80 - 84 ",2,0,2012009530,0,0
" 65 - 69 ",1,6.25,2012009531,0,6.25
" 65 - 69 ",2,0,2012009532,0,0
" 65 - 69 ",1,1.04,2012009533,0,1.04
" 60 - 64 ",1,2.18,2012009534,12,14.18
" 60 - 64 ",2,0,2012009535,12,12
" 50 - 59 ",1,7,2012009536,1.68,8.68
" 50 - 59 ",2,2.66,2012009537,4.8,7.46
" 30 - 39 ",1,39.06,2012009538,0,39.06
" 30 - 39 ",2,24.29,2012009539,0,24.29
" 85  +",1,0,2012009540,0,0
" 80 - 84 ",2,0,2012009541,0,0
" 75 - 79 ",1,0,2012009542,0,0
" 70 - 74 ",2,0,2012009543,0,0
" 70 - 74 ",1,0,2012009544,0,0
" 65 - 69 ",2,0,2012009545,9.6,9.6
" 40 - 49 ",1,3.5,2012009546,0,3.5
" 70 - 74 ",1,0,2012009547,0,0
" 65 - 69 ",2,28,2012009548,0,28
" 21 - 25 ",2,22.16,2012009549,20.1,42.26
" 26 - 29 ",1,0,2012009550,0,0
" 70 - 74 ",2,0,2012009553,13.44,13.44
" 50 - 59 ",1,0,2012009554,12.96,12.96
" 40 - 49 ",2,0,2012009555,13.92,13.92
" 65 - 69 ",2,35,2012009556,3.6,38.6
" 65 - 69 ",1,3.5,2012009557,3.6,7.1
" 30 - 39 ",1,0,2012009558,0,0
" 30 - 39 ",2,3.62,2012009559,0,3.62
" 40 - 49 ",1,8.16,2012009563,0,8.16
" 40 - 49 ",2,0,2012009564,0,0
"19",2,35.54,2012009565,6.9,42.44
" 40 - 49 ",1,5.83,2012009568,1.8,7.63
" 40 - 49 ",1,0,2012009570,0,0
" 40 - 49 ",2,98,2012009571,2.4,100.4
" 50 - 59 ",1,12,2012009572,0,12
" 70 - 74 ",1,1.96,2012009573,1.2,3.16
" 60 - 64 ",2,0,2012009574,0,0
" 26 - 29 ",1,0,2012009575,0,0
" 21 - 25 ",2,8.75,2012009576,0,8.75
" 60 - 64 ",2,8.6,2012009577,0,8.6
" 60 - 64 ",1,0,2012009578,0,0
"20",2,1.25,2012009579,3.6,4.85
" 21 - 25 ",1,0,2012009580,7.22,7.22
" 40 - 49 ",2,0,2012009583,7.08,7.08
" 70 - 74 ",1,0,2012009584,0,0
" 65 - 69 ",2,5,2012009585,0,5
" 40 - 49 ",1,1.75,2012009586,0,1.75
" 40 - 49 ",2,7.25,2012009587,0,7.25
" 21 - 25 ",1,1.16,2012009588,0,1.16
" 80 - 84 ",1,0,2012009589,0,0
" 80 - 84 ",2,0,2012009590,0,0
" 70 - 74 ",2,0,2012009591,12,12
" 85  +",1,0,2012009592,0,0
" 75 - 79 ",2,0,2012009593,0,0
" 65 - 69 ",1,6.5,2012009594,0,6.5
" 60 - 64 ",2,0,2012009595,0,0
" 40 - 49 ",2,0,2012009596,3,3
" 40 - 49 ",1,0,2012009597,32.63,32.63
" 30 - 39 ",1,67,2012009601,13.6,80.6
" 30 - 39 ",2,1.25,2012009602,0,1.25
" 40 - 49 ",2,3.75,2012009606,10.82,14.57
" 40 - 49 ",1,0,2012009607,24.32,24.32
"18",2,11.12,2012009608,0,11.12
" 50 - 59 ",2,5,2012009610,0,5
" 40 - 49 ",1,3.75,2012009611,0,3.75
" 65 - 69 ",2,0,2012009613,1.8,1.8
" 65 - 69 ",1,0,2012009614,1.8,1.8
" 30 - 39 ",1,2.81,2012009615,0,2.81
" 26 - 29 ",2,43,2012009616,0,43
" 40 - 49 ",2,0,2012009618,0,0
" 21 - 25 ",1,0,2012009619,3.36,3.36
" 65 - 69 ",2,0.2,2012009620,1.2,1.4
" 70 - 74 ",1,0,2012009621,16.8,16.8
" 40 - 49 ",2,14,2012009622,0,14
" 40 - 49 ",2,5.62,2012009623,25.21,30.83
" 40 - 49 ",1,0,2012009624,28.8,28.8
" 50 - 59 ",2,7.41,2012009625,7.8,15.21
" 30 - 39 ",1,11.25,2012009626,2.4,13.65
" 30 - 39 ",2,0,2012009627,1.8,1.8
" 40 - 49 ",2,6.87,2012009628,0,6.87
" 40 - 49 ",1,45,2012009629,0,45
" 50 - 59 ",1,51.16,2012009631,9.6,60.76
" 50 - 59 ",1,12.25,2012009632,8.4,20.65
" 50 - 59 ",2,0,2012009633,9.6,9.6
" 50 - 59 ",1,1.25,2012009634,9.02,10.27
" 21 - 25 ",1,10,2012009635,18,28
" 40 - 49 ",1,23.58,2012009636,15,38.58
" 50 - 59 ",2,0,2012009637,15.61,15.61
" 30 - 39 ",2,0,2012009638,24.61,24.61
" 30 - 39 ",1,0,2012009639,25.22,25.22
" 70 - 74 ",1,13.12,2012009643,0,13.12
" 50 - 59 ",1,0,2012009644,0,0
" 30 - 39 ",1,28,2012009645,4.8,32.8
" 21 - 25 ",2,0,2012009648,3,3
" 30 - 39 ",2,15,2012009649,13.5,28.5
" 50 - 59 ",2,0,2012009653,0,0
" 30 - 39 ",1,6.25,2012009656,0,6.25
" 30 - 39 ",2,0,2012009657,0,0
" 70 - 74 ",1,3.33,2012009660,7.2,10.53
" 60 - 64 ",2,0,2012009661,0,0
" 30 - 39 ",1,0,2012009662,3.6,3.6
" 26 - 29 ",2,13.5,2012009663,12,25.5
" 26 - 29 ",2,9,2012009664,3,12
" 30 - 39 ",2,0,2012009667,21.6,21.6
" 50 - 59 ",1,38.5,2012009668,0,38.5
" 30 - 39 ",1,0,2012009680,8.53,8.53
" 26 - 29 ",2,0,2012009682,5.4,5.4
" 30 - 39 ",2,0,2012009683,2.7,2.7
" 40 - 49 ",1,0.87,2012009684,0,0.87
" 80 - 84 ",1,10.5,2012009688,0,10.5
" 30 - 39 ",1,9,2012009689,0,9
" 30 - 39 ",2,24.29,2012009690,0,24.29
" 50 - 59 ",1,11,2012009693,0,11
" 70 - 74 ",2,0,2012009696,0,0
" 75 - 79 ",1,0,2012009697,0,0
" 70 - 74 ",1,0,2012009698,0.9,0.9
" 70 - 74 ",2,0,2012009699,0.9,0.9
" 75 - 79 ",2,0.18,2012009700,3,3.18
" 85  +",1,0,2012009701,8.1,8.1
" 50 - 59 ",2,11.66,2012009702,0,11.66
" 40 - 49 ",2,30.58,2012009704,7.8,38.38
" 40 - 49 ",1,0,2012009705,0,0
" 40 - 49 ",2,0,2012009708,0,0
" 30 - 39 ",2,3.93,2012009709,0,3.93
" 50 - 59 ",1,0,2012009712,47.52,47.52
" 50 - 59 ",2,0,2012009713,48.5,48.5
" 40 - 49 ",2,0,2012009714,0,0
"20",2,0,2012009715,8.4,8.4
"20",2,23.75,2012009716,22.2,45.95
"20",2,5.91,2012009717,16.68,22.59
"20",2,24.54,2012009718,9.6,34.14
"20",2,0.56,2012009719,2.7,3.26
" 26 - 29 ",1,5,2012009721,0,5
" 30 - 39 ",2,3.91,2012009722,0,3.91
" 26 - 29 ",1,0,2012009724,19.2,19.2
" 26 - 29 ",1,91.31,2012009725,0,91.31
" 40 - 49 ",2,5,2012009726,7.22,12.22
" 30 - 39 ",2,2.5,2012009727,27.2,29.7
" 75 - 79 ",2,0,2012009735,6.3,6.3
" 40 - 49 ",1,23.37,2012009736,0,23.37
" 60 - 64 ",1,0,2012009737,10.5,10.5
" 65 - 69 ",2,3.5,2012009738,24,27.5
" 65 - 69 ",1,10.93,2012009741,0,10.93
" 65 - 69 ",2,2.25,2012009742,0,2.25
" 40 - 49 ",2,13.75,2012009743,0,13.75
" 50 - 59 ",1,0,2012009744,0,0
" 26 - 29 ",1,91.31,2012009745,0,91.31
" 60 - 64 ",1,0,2012009746,0,0
" 50 - 59 ",2,0,2012009747,0,0
" 40 - 49 ",2,0,2012009749,0,0
" 50 - 59 ",1,28,2012009750,0,28
" 21 - 25 ",1,0,2012009751,0,0
" 21 - 25 ",2,13.75,2012009752,0,13.75
" 40 - 49 ",2,0,2012009756,0,0
" 40 - 49 ",1,0,2012009757,0,0
" 75 - 79 ",2,5.25,2012009758,0,5.25
"19",2,0,2012009759,0,0
" 50 - 59 ",1,3,2012009765,0,3
" 50 - 59 ",1,8.33,2012009766,0,8.33
" 50 - 59 ",2,3.75,2012009767,3.6,7.35
" 21 - 25 ",2,0,2012009768,4.8,4.8
" 75 - 79 ",1,0,2012009769,29.64,29.64
" 75 - 79 ",1,8.16,2012009770,0,8.16
" 70 - 74 ",2,1.87,2012009771,1.56,3.43
" 40 - 49 ",1,45,2012009772,4.8,49.8
" 40 - 49 ",2,1.18,2012009773,0.9,2.08
" 70 - 74 ",2,71.02,2012009776,28.58,99.6
" 30 - 39 ",2,11.25,2012009777,14.44,25.69
" 50 - 59 ",1,0,2012009781,32.96,32.96
" 60 - 64 ",1,0,2012009782,77.62,77.62
" 60 - 64 ",2,0,2012009783,17.9,17.9
" 21 - 25 ",1,0,2012009784,38.32,38.32
" 30 - 39 ",1,3.75,2012009785,14.1,17.85
" 40 - 49 ",2,0,2012009786,1.8,1.8
" 60 - 64 ",2,0,2012009788,9.6,9.6
" 30 - 39 ",1,0,2012009789,0,0
" 26 - 29 ",2,0.58,2012009790,7.2,7.78
" 60 - 64 ",2,0,2012009791,5.4,5.4
" 26 - 29 ",2,23.41,2012009797,0,23.41
" 21 - 25 ",1,0,2012009798,18.56,18.56
" 40 - 49 ",2,2.33,2012009799,21.66,23.99
" 30 - 39 ",1,0,2012009800,0,0
" 30 - 39 ",1,5,2012009802,0,5
" 30 - 39 ",2,0.62,2012009803,0,0.62
" 30 - 39 ",1,0,2012009806,8.42,8.42
" 40 - 49 ",1,2.75,2012009807,0,2.75
" 30 - 39 ",2,10.5,2012009808,0,10.5
" 50 - 59 ",2,0,2012009811,0,0
" 50 - 59 ",1,0,2012009812,0,0
" 21 - 25 ",2,62.87,2012009813,8.4,71.27
" 30 - 39 ",2,0,2012009814,47.07,47.07
" 40 - 49 ",1,0,2012009815,0,0
" 40 - 49 ",2,0.41,2012009816,0,0.41
" 40 - 49 ",2,1.87,2012009819,23.23,25.1
" 40 - 49 ",1,17.5,2012009820,0,17.5
" 60 - 64 ",1,8.75,2012009823,0,8.75
" 60 - 64 ",2,1.75,2012009824,0,1.75
" 60 - 64 ",1,14,2012009825,0,14
" 60 - 64 ",2,13.5,2012009826,20.7,34.2
" 40 - 49 ",2,0,2012009827,9.6,9.6
" 40 - 49 ",1,0,2012009828,9.6,9.6
"20",1,0,2012009829,0,0
" 40 - 49 ",2,4.37,2012009830,4.5,8.87
" 30 - 39 ",2,3.75,2012009832,0,3.75
" 40 - 49 ",1,0,2012009833,0,0
" 75 - 79 ",2,0,2012009837,0,0
" 40 - 49 ",2,0,2012009838,0,0
" 40 - 49 ",1,0,2012009839,0,0
"18",2,6.25,2012009840,4.8,11.05
" 30 - 39 ",2,0,2012009844,0,0
" 40 - 49 ",1,0,2012009845,0,0
" 60 - 64 ",1,2.62,2012009848,0,2.62
" 40 - 49 ",2,0,2012009849,0,0
" 65 - 69 ",1,35.08,2012009852,0,35.08
" 60 - 64 ",2,14,2012009853,0,14
" 50 - 59 ",1,0,2012009854,0,0
" 30 - 39 ",2,0,2012009855,0,0
" 26 - 29 ",1,5,2012009856,0,5
" 26 - 29 ",2,0,2012009857,0,0
" 60 - 64 ",1,0,2012009860,0,0
" 50 - 59 ",2,0,2012009861,1.8,1.8
" 30 - 39 ",1,14.25,2012009862,1.5,15.75
" 30 - 39 ",2,198.25,2012009863,0,198.25
" 60 - 64 ",1,12,2012009865,73.04,85.04
" 60 - 64 ",2,0,2012009866,0,0
" 30 - 39 ",1,24.75,2012009867,0,24.75
" 30 - 39 ",2,11.25,2012009868,0,11.25
" 65 - 69 ",2,0,2012009871,0,0
" 30 - 39 ",2,11.25,2012009872,0,11.25
" 60 - 64 ",1,0,2012009873,9.6,9.6
" 50 - 59 ",2,0,2012009874,14.4,14.4
" 80 - 84 ",1,0,2012009875,0,0
" 50 - 59 ",2,0,2012009876,24.3,24.3
" 50 - 59 ",1,9.33,2012009877,0,9.33
" 50 - 59 ",2,0,2012009878,3.84,3.84
" 30 - 39 ",1,0,2012009879,9.6,9.6
" 21 - 25 ",1,7.58,2012009880,9.6,17.18
" 50 - 59 ",1,12.75,2012009881,0,12.75
" 50 - 59 ",2,12.25,2012009882,0,12.25
"18",1,0,2012009883,9.6,9.6
" 21 - 25 ",2,23.41,2012009884,0,23.41
" 40 - 49 ",1,0,2012009885,0,0
" 30 - 39 ",2,0,2012009886,0,0
"18",1,10,2012009887,20.8,30.8
" 30 - 39 ",2,0,2012009889,0,0
" 30 - 39 ",1,0,2012009890,6,6
" 40 - 49 ",1,5.62,2012009892,0,5.62
" 50 - 59 ",2,0,2012009893,0,0
" 26 - 29 ",1,27,2012009894,0,27
" 40 - 49 ",2,15.37,2012009895,7.2,22.57
" 40 - 49 ",2,7.5,2012009897,0,7.5
" 30 - 39 ",2,8,2012009900,0,8
" 21 - 25 ",1,18.75,2012009901,11.1,29.85
" 60 - 64 ",1,7.81,2012009903,3.6,11.41
" 60 - 64 ",2,7,2012009904,0,7
" 40 - 49 ",1,41,2012009905,0,41
" 40 - 49 ",2,0,2012009906,0,0
" 30 - 39 ",1,15.5,2012009909,18.21,33.71
" 40 - 49 ",2,3.75,2012009910,0,3.75
" 40 - 49 ",1,0,2012009912,19.11,19.11
" 30 - 39 ",2,7.5,2012009913,16.82,24.32
" 40 - 49 ",1,0,2012009914,0,0
" 40 - 49 ",2,12.75,2012009915,0,12.75
" 40 - 49 ",2,9.62,2012009919,0,9.62
" 50 - 59 ",1,5.25,2012009920,0,5.25
"19",2,0,2012009921,0,0
" 65 - 69 ",2,0,2012009923,11.52,11.52
" 70 - 74 ",1,20.5,2012009924,0,20.5
" 60 - 64 ",1,0,2012009925,0,0
" 50 - 59 ",2,34.83,2012009926,18,52.83
" 70 - 74 ",1,0,2012009927,0,0
" 60 - 64 ",2,11.56,2012009928,0,11.56
" 60 - 64 ",2,10.43,2012009929,0,10.43
" 40 - 49 ",1,0,2012009930,0,0
" 50 - 59 ",2,0,2012009931,10.5,10.5
" 60 - 64 ",2,0,2012009932,24,24
" 65 - 69 ",1,8.75,2012009933,0,8.75
" 70 - 74 ",2,6.25,2012009934,0,6.25
" 65 - 69 ",2,25.5,2012009935,0,25.5
" 60 - 64 ",2,0,2012009937,12,12
" 40 - 49 ",1,54.08,2012009938,2.7,56.78
" 21 - 25 ",2,0,2012009939,2.7,2.7
" 26 - 29 ",2,0,2012009941,0,0
" 40 - 49 ",1,13.75,2012009942,0,13.75
" 70 - 74 ",1,3.96,2012009943,12.9,16.86
" 50 - 59 ",1,4.16,2012009948,0,4.16
" 50 - 59 ",2,40.75,2012009949,0,40.75
" 40 - 49 ",2,5,2012009950,3.6,8.6
" 40 - 49 ",1,2.33,2012009952,0,2.33
" 30 - 39 ",2,0.87,2012009953,0,0.87
"18",2,0,2012009954,3,3
" 26 - 29 ",2,25,2012009957,3.3,28.3
" 30 - 39 ",1,0,2012009958,5.7,5.7
" 40 - 49 ",2,0,2012009960,0,0
" 40 - 49 ",2,0,2012009961,4.44,4.44
" 50 - 59 ",1,23.87,2012009962,0,23.87
" 65 - 69 ",1,0,2012009963,0,0
" 65 - 69 ",2,15.96,2012009964,0,15.96
" 40 - 49 ",1,42.41,2012009965,11.74,54.15
" 26 - 29 ",2,0,2012009966,0,0
" 60 - 64 ",1,3.5,2012009969,0,3.5
" 50 - 59 ",2,0,2012009970,0,0
" 30 - 39 ",1,20.35,2012009971,0,20.35
" 40 - 49 ",1,9,2012009972,20.73,29.73
" 40 - 49 ",2,0,2012009973,0,0
" 30 - 39 ",1,30.87,2012009974,0,30.87
" 40 - 49 ",2,0,2012009976,0,0
"18",1,18.75,2012009977,0,18.75
